text,Label
mun pamikiran kaya amang ni pas haja kurupsi tarus mang ae napa ada kita masyarakat ni kaya jalan di aspalakannya kada sampai satahun tahambur aspalnya sudah tukang aspal uyuh jua inya,1
amun maliat mulai vidio ni masih tabagus trotoar jln yani banjarmasing pang tahu aslinya lah ampun maaf ai kalu tasalah,0
hayu kam di mamai sidin,0
kurupsi tarus mangurangi bahan hagan mangambil untung gobang namanya,1
jar habar nang ampun proyek mulai samalam sudah kada tapi kawa karuan guring,0
udah dinegeri wakanda dasar standar nya kayaitu,1
handak heran tapi ini indonesia usut haja sampai tuntas kabiasaan asal jadi asal tuntung tu,1
duit ya habis mamboking kamar bahiburan hujungan ya,0
malihat pasarnya bagus di video tapi knyataan nya hasil nya di luar akal kada kaya di video gwian handak bahujung ganal kalo gawian niat karna abah guru insya allah bagus,1
kanyang pulang buhan tikus psling kada saratus lima puluh miliar  bahujung,1
di usut duit nya lah tuh,0
bahannya lagi kamana,0
sudah hal biasa mun proyek ganal baik duitnya dimakan  masalah kualitas kawa haja nang randah tapi saldo kancang jadi kawa tahun kadapannya  jadi proyek lagi atau gasan bahan politik selanjutnya,1
tanda tanya ganal maka salama pamgarjaan ada pengawas dari pamarintahantapi nang kayainian lolos sudah nyata pang ahh sudah lah,1
ups tapicik nih soalnya pada rami siapa tau handak di usut tuntas,1
kayapa handak maju gawian aur korupsi ha tarus rabah waluh,1
kada kawa di usut sama sama untung tutup muntung tutup matanya labih manguntungkan tim gawian sayang,1
kaitupang sdh buhannya rancak asal asalan manggawi mungkin pengawasnya picakjembatan ulin mintu jua wadah kami buhannya menggawi hanyar tuntung pakunya tacabutan kd pisitkd di bujurakannya lgrancak kd sasuaiayuha kd lawas jua buhan pamburungai ikam mati jua ikmtalalunya lah kd amanah,1
bah dasar ikam nih rumah ikam kayapa mun asal asalan di ulahakan urang kada sasuai anggaran ikam bapander tu di jaga lah ikam nih aku mun di lain kada papa ja ni di sekumpul pinnya ikam ni badingsanak lawan pamborong atau badingsanak lawan pangawas nya atau ikam tukangnya apa mambela banar jauh ikm tarimakasih lawan sidin nang mahabarakan,1
 kpk,0
dua ratus miliar,0
mantappp mang,0
dukung hagan di usut proyek yang kada pantas,1
katuju ulun lihat jalan di sekumpul di baiki sudah bagus tapi kayaitu pang gawiannya,0
 sidak tegas pak,0
duh ma kayaitu gawiannya,0
rusak pak mantan d kucik kucik,1
kayapa ni wk adoh bujangan kaya buhan ikam nang cucuk kena mun dapat project pamarintah kada baculas wk,0
 mantap kan cc pak ,0
nang kada tahu napa napa ni umpat taungut banarai dana milyaran jer lih habis kada kakaruan uy baingat bauntungai jangan bapiragah kada pacang mati,1
jalan manuju guru wali allah saharusnya diulah bagus supaya dapar barakah nang maulah jalan,0
hantap bapak anang sihat salalau pak,0
 ,
 point,0
handak heran tapi ini di wakanda,0
nang jadi parhatian ulun adalah mantan anggota dprd waktu jadi anggota dprd apakah sedetail itu beliau ataukh ini hanya suatu skema menarik simpati masyarakat agar bisa duduk kembali waallahualam,0
handak heran tapi ini indonesia,0
sehat selalu untuk pak ara sapakat lawan sidin utamakan kualitas jangan asal bagawi aur tuntung banyak haja nang dipirakan  ,0
 tam ini tam,0
bissmillah dalapan bulan manuju rajab di tunggu akhir jalan hasil jadinya,0
padahal lawas ae sudah handak mengkritik soal ngini malah mulai hanyar tuntung samalam gin sudah tahu bahwa kaya ini gawiannya cuma takutan nahhh sekali nya ada nang mawakil akan sudah jadi rasa himung ae dah nah ada nang mengkritik akan terima kasih pa lah sudah mawakili ulun dan masyarakat lain nya jua nah soalnya nang kaya buhan kami ni kadada sekolah nya handak mengkritik kayaitu bahujung nganga banar ae kaina mun di gartak urang balik,0
nang bisi cartridge kosong jangan dibuang lah kaka baik jadi duit kami nampung nang balum pernah direfil,0
baarti itu memang ada nang kada beres di bagian bubuhan proyeknya manggawi asalan sedang dana nya liwar ganalnya kada sabanding hasilnya,1
kabanyakan sunatannya bujur ujar kawanku kalsel ni korupnya luar biasa pajabatnya sangar kalo marakup bisa separo,1
ya kayaitu pang handak heran tapi kabupaten banjar,0
pemilu,0
nang panting jadi dan labih nya banyak,1
di lain banyak jua gawian nang asal kaya itu jadi satumat haja rusak sudah  jakanya tu tiap ada pembangunan salalu di awasi nang di atasan sana bgus atau kada gawiannya bila kada bagus cv atau pt nya di undurakan haja,1
ayo pak usut tuntas ulun mancium adanya bau tikus anggaran itu pak,1
usut tuntas pak sampai ke akar akarnya adili penjarakan,1
haw dua ratus miliar kada gagampangan,0
inya dasarnya anu ai takuni ja pasti kaya itu orang banjar jawabanya,0
 minta solusi nya pak,0
sabarataan  hanyalah parmainan siapa nang sugih pintar barmartabat maka inya nang akan mamanangakan parmainannya,1
mantan dprd pas masih aktif jadi dprd kanapa  kada di awasi proyek nya pak mantan,0
salah takunan pak,0
angkat sidin jadi presiden,0
han sabalum manjulung proyek suatu cv kah apa kah di cek ae dulu kayapa kinerjanya di lapangan hasil gawiannya kayapa mun kada jelas sing julung julung ya hasilnya mengecewakan ampun maaf minta rela pun lun asal beucap,0
hiyau akan kpk mang ae,1
audit langsung kontraktor nya ,1
pakai pahat masih rakat lem korea,0
korupsi,0
pengawas mana nah guring kakanyangan kah ini duit rakyat tarmasuk ulun rakyatnya jua,1
bartindak lah dengan jujur dan amanah bangun lah sasuai anggaran hidup manjadi berkah mati pun manjadi amal zariah,0
mantap pak jadi siapa nang harus diminta pertanggung jawaban,1
biasa pak kurup dikit lah,1
parah,0
ampih ja dah makai perusahaan kontraktor indonesia baik kontraktor nya perusahaan luar biar larang bayaran nya tapi sasuai lawan gawian,1
dari dua ratus miliar jadi dana ghaib pamarintah baapa haja ni eh  salah maksudnya oknum,1
kan kamajuan bukan budaya kita jadi kada usah hiran kalo asal jadi dan banyak cacatnya sabanarnya bukan itu aja contohnya aspal dari dulu tidak ada kamajuan lakas rusak,1
ada nang mamatak tu sisa duitnya tu,1
banyak t,0
 kpk tuntas kan bisa sudah jadi bmw nih duitnya,1
amun di lim haja pedestarian tu kana panas satumat gin pacul napalagi mu  pas panas nya hari kada singhaja urang manjajak bisa tadingsir mudahan  ada tindak lanjutnya ,1
asa kada takajut aku saking rancaknya hudah di indonesia ni nang kaitu,1
polri ,0
lanjutkan pak usut terus,0
lanjutkan usut usut dan usut,0
cucuk ai sugih sugih buhan nya tu mun anggaran nya dua ratus miliar tapi habis nya kada sampai seitu,1
dasar kaya itu mun hubungan nya banyak,0
mudahan di baiki lagi rugi habis duit banyak kakaitu ja hasilnya kada sesuai harapan rakyat,0
jangan salahakan ibu nang manianakan,0
gasan si anu sapuluh persen anu seikungnya lima balas persen  taganal sadikit anu nang saikungnya lagi baganal dua puluh persen sisanya sianu mambari nang mahutangi bahan sapuluh persen entertain sapuluh persen mudahan kawa di usut kawa kada lah ngalih ujarnya anu ai mandarah daging dah mulai hilir ke hulu mulai nang ganal sampai nang halus mulai kota ka desa ngalih tu pang dah,1
semoga kawa bantu mamberikan lim perikit nang lebih berikit,0
viralkan biar pejabatnya supan mahir kina jalan uju sekumpulan tetap ja di akalinya,1
harus nya di awasi ,0
rasa ku jua lah mun lain urang kita nang manggawi dasar kada cocok pang fungsi revitalisasi nya harus nya tu dihiga jembatan irigasi kada jadi taman tapi parkiran bus karena sekumpul itu gasan wisata religi atau ziarah,0
bah pian nih mang ae ksya kada tahu ja ah duitnya masuk ka parut mang ae amun duit nang kayaitu jalas dah manggaib duitnya,1
pedmen blok gasan memblok mantan kawa lah mang wan gasan menawak ke nang ngi tuuuh,0
amun kabagian sisanya kira kira pacangan abut lah yuu nyata ranai jua,0
 ,
ka masigit basapatu bagamis mantap,0
musim hujan min jimus sapatu,0
makin lawas paraturan makin malalain,1
sandal gapit di tangati nang roko tu nah melepak mengetek habu wan bara api nya di tagur maka mengancang,1
pakai sapatu habis tu harus pakai jaket kulit salawar kada bulih handap harus bapalindung lintuhut lawan sik,0
pian kena rajia nya dimuka pasar aja pak ae biar pian tahu kayapa kakuatan mama mama,0
basandal kada bulih bararti mun kada basandal kadapapa lah ,0
jadi harus pakai sapatu pantofel kah,0
di parkirakan saham sandal japit akan mangalami panurunan nang drastis nggih sakian informasi itu haja dulu habar dari warung amat padang,0
apa lagi ini jangan mau keluar sepatu jenis baru ini,0
sabaiknya basepatu bot aman tarlindung panas terik matahari habis tu kalo bakandaraab pake jaket jeans atau jaket kulitnjangan kada ingat batabir surya spf 50  biar aman,0
kada kawa mambayangakan mama ku ka pasar basapatu,0
ulun kadada duit hagan nukar sapatu pak polisi sandal japit ulun ja bawahnya pakai kokot saking kadada duitnya,0
owh wakanda,0
urang naik motor mamandiri urang naik kandaraan nyamannya ai muntungnya malarang larang,1
tukar akan dulu sapatunya hakun ai ulun,0
mau sandal nippon takamuha ngene,1
sakatika saham sandal japit langsung turun,0
kainanya pakai baju kaos oblong dilarang jua pas bakandaraan alasannya bisa masuk angin manggangu konsentrasi pangandara,0
jangan lupa bawa stnk,0
kalau parjalanan jauh sangat parlu basapatu ini disuruh kuitan ka warung nukar acan salang masang sapatu lah pa tadahulu panai melayang dirumah,0
lah aku sering,0
hadang jadi inti nya razia stnk sim vaksin atau razia sandal nih,0
kawarung basapatu,0
jangan di lapangan haja di tangani sandal japit mun kawa nang di dalam perkantoran kada boleh jua sandal japit masalah nya mambahayakan kalo ta cucuk paku tambus,0
isuk tulak ka kabun pakai setelan jas langkap,0
mun pakai sandal japit tapi bemotor bulih aja kah kalau ai disariki jua,0
mudahan ada pambagian sapatu gratis,0
kada sekalian pak bagian tangan dada dan parut harus pakai pangaman khusus jua biar dijalan kaya robot katuju aku lawan paraturannya nang ini,1
basandal selop boleh lo kada di japit,0
razia sandal gapit kah kena pulang ni,0
sendal selop check,0
saham sepatu stonk,0
umay paraturan apa lagi mama mama bakandaraan badastar ka pasar pakai sapatu,0
wkwkwkwkwk sudah ku tangguh isi komen nya,0
paraturan apa lagi ini,0
lawan ulah lagi pak paraturan biar rami di larang mamakai bulu mata palsu supaya tarhindar dari pandangan yang berdebu atau bapasir ,0
tukarakan sapatu pak,0
ngelawak tarus nih indonesian,1
ya allah lakas lakaspang  mars dibuka hagan umum,0
pri kanapa pak pian  ditilang karna basandal,0
adakah kawan nambahi modal gasan beusaha bajual sapatu,0
jangan kada ingat mambawa kartu vaksin,0
batambah tahun makin malalain haja aja paraturan,1
swalow ulun labih kuat dari pada sandal lain,0
ayuai kaina aku nukar sapatu laras panjang,0
lah tadi hanyar bulik ka rumah datang kantor karana ada nang di antar atumat basandal japit haja sandal nippon nang panting nyaman ,0
sandal japit haja nang kada bulih lo sandal nang jenis lain kawa haja bararti,0
amun sandal japit nya merk gucci kada papa lah yo,0
ilmu apa ini yu,0
dasar harusnya kayaitu biar labih aman,0
tarlalu di ulah paratauran wahini,1
handak heran tapi ini indonesia sanak lah,0
masih kada paham maksudnya min tulung mimin nang manjalaskan,0
macam macam ja,0
ulun nang katuju basandal japit langsung sadih melihat berita ini,0
tukarakan,0
paling kada sandalnya eiger lah ding,1
kanapa kada sakalian larangan bakandaraan babaju makin kada karuan aturan lawan alasannya  ,1
kasian nipon,1
kalawasan nya kena bakandraan wajib basila,0
timbul kesah kamanakan basapatu handak nukar seblak ka muhara,0
pacangan rami toko sapatu,0
mulai jaman firaun hanyar ada aturan nang maulah firaun balancat batisnya,1
huma heh jaku nukar sapatu futsal pulang ne kena nah pulang,0
pakai jukung haja aman tanpa banyak paraturan,1
diulah masak habang ja sandal gapitnya sekian dan terima nasib ,0
balarang pulang sandal gapit,0
peraturan yg mudah di langgar,0
sandal ulun saharga sapatu logo buaya kada pang somobong pa pol,0
basandal japit tu ringkas kalo hjan basapatu malah basah sapatunya nang baroda ampat kayapa pang jua salalu roda dua nang banyak aturan,0
ayuay pak kena ulun kaluar basapatu bot haja,0
umpat maandak sandal japit sabalah nah kalu ken arami,0
kada,0
tapi sandal japit ulun bemerek pak ae,0
untung ku pakai sandal capal,0
inggih pun hahahahahaaaaaa,0
jadi kalo bartamu ka pasar ka tempat peribadatan nang baju koko gamis pakai sapatu,0
besok lagi ada larangan kada bulih basalawar handap dan baju tangan handap dah,0
nah alhamdulillah ulun kada bisa mun bakandaraan basandal mun parak rumah haja bisa haja tapi mun nang tajauh bajalan pasti sepatu,0
mambanyaki stok sapatu ai nah,0
mun pakai sandal capal kada papa,0
kalu sandal eiger pang kada bulih jua lah,0
tukar akan pak ulun sapatu,0
wow,0
kena ada sandal atau sepatu sni,0
pakai sapatu safety,0
payu salap lancat,0
mati nipon,1
mantap,0
sungguh mancari banar kasalahan urang,1
sakalian ulah paraturan bakandaraan harus ba werpac alang alanh mun sapatu ja jadi kada bataha lagi mun dirujuk urang kada mati,1
hantap banar,0
ayuja sudah ,0
amun makan harus pakai tangan kanan,0
datang mana duit nya,1
helm level tiga vest level tiga sandal level tiga apa lagi bos,0
supaya batis kada hirang tapi muha putih,1
nang paling kada katuju inya nih sandal,0
inggih,0
padahal sandal gapit tuh tahan jajak,0
kada basandal bararti bulih lah ,0
hikmahnya batis kada balang lagi wkwkkw banyaki basyukur aja sudah,0
kada masuk akal,1
kada lawas lagi pangguna kandaraan dilarang mamakai baju babahan kain karana bila tarjadi hal yang kada dihandaki baju itu lakas rabit kana aspal,0
makin kasini makin mincu paraturan dinagara ngini maka aku katuju bangat lagi basandal capal,1
masih habu aturannya sandal japit janis kayapa nang malanggar aturan makai merk harat gin mun ngarannya sandal tatap ai sandal maka biasa handak tulak jauh kah tulak parak kah tatap ai besandal anu pak ai tulung ai di bagiakan kundisi kacalakaan nang rancak tarjadi di akibatkan panggunaan sandal japit sudah kah ada  analisa evaluasi,0
nang panting kada marusak tanaman,0
atur terus samangat samangat,0
nukar nasi ka warung muka komplek  bahelm lawan sapatu jua lah,0
astagfirullah,0
kada payu sandal nipon,0
kayapa tanggapan lesti,0
handak koment takutan tatawa,0
asa ganjil mun pakai gamis tapih basapatu,0
ingati lah jangan basandal japit walaupun harinya hujan atau jalannya banjir,0
awas mamang nanti polisinya ka warung bakandaraan ba sandal  ,0
mohon maaf bapak d jalan daerah japri zam zam biasa calap jadi turun pakai sandal capal,0
sandal lun labih larangpada sapatu lun,0
parusahaan sandal japit,0
kada usah basandal ae berarti,0
sampai sandal sudah nah urusannya,1
batapihan kapangajian basapatu,0
bah iya kada tapakai lagi sandal,0
kahabisan akal gasan mambangun karajaan ikam baru dua ribu dua puluh ampat  mak banteng get ,0
astaga ai maka hanyar beisukan tadi tatukar sandal japit jadi kayapa kisah nya,1
kalau sandal nya yg model kada dijepit kayapa yu boleh ai kalu lah,0
sapatunya kaka,0
rip swalow,0
sapatu nya harus sni lah jua,1
kaina bararti mama ka pasar badastar basapatu,0
bangun pagi handak nukar sarapan disuruh basapatu,0
ya ini zamannya kaluaran paraturan nang aneh aneh makin lawas makin kada masuk akal ,1
bisa kada basandalan lagi min ae,0
musim hujan pa ae paksa basandal gapit kena sepatu lun jadi kobokan,0
rakyat resmi malarang tindakan pungli di jalan,0
naa kada bulih lagi basandal japit ,0
akayah,0
sandal japitnya ditantukan merk nya kada pak,0
,
labih aman kada basandal,0
beselop ai kita ,0
sayangi diri buhan ikam dulu mungkin kada tahu sebab akibat nang di khawatirkan adalah kasalamatan pangandara kada cuma pian tapi saluruh pangguna jalan contoh halus kapadulian adalah dengan manghimbau warga hagan mlindungi diri surang memang bujur gugur kada saban kalian tapi di harapkan pas gugur kada   berakibat fatal yang barkepanjangan peribahasanya paling kada bila gugur kada belukaan dan imbahnya kada bekoreng sudah bungas bungas tapi batis bekoreng bakas kacalakaan kan kasian diri surang,0
lun kada bisi lagi selain sendal pak ai ,0
ma ih beputih tu pang batis urang banjar berataan kada sing capalan lagi,0
manurut ulun mun musim kaya ini basapatu lun jamin haratan jumatan jadi bom bau haruk apa sapatu kada batapas kada bakaus batis tambahnya kuku barastung haratan sujut dingut dingut babau barataan haratan sujud kadada lagi bau minyak harum malaikat subuh nang tacium bau pakasam salam mun kada salah paridiksi saat khatif naik kaatas mimbar kadada lagi sidang jumatan nang barbahagia melainkan khatip bekata sidang jumahat yg barbahaya sabab baunya batis taulak ulak kipas angin lalu ha mauk banyak nang mati kaharuukan lain mati sahit saban masjid pasti baampat balima nang mati antara bau pakasam bacampur bau mandai lawan bau iwak jaring sapat jamur sahari model dingut dingut manja,1
cubai pang razianya hari jumahat sakitar jam dua balasan handak tahu reaksinya kayapa,0
besandal gunung ai berarti ,0
sapatu bot ada ai lo ,0
musiah urang kadada duit gasan nukar sapatu kayapa jangan tapi mangalihi urang nang kadada baisi sapatu ha pamarintah ai,1
suah jadi materi stand nya bang pragiwaksono ni pinaya,0
tapi ulun katuju basandal japit kayapa ,0
ayuai tukar akan ai kami barataan sapatu nang tahan banyu sakira kada kana razia,0
 kalu basandal kada bajapit pang kada papa lah yo,0
bila handak turun mahias pakai sapatu buhannya lah kada kawa lagi ba sandal capal unda,0
tasarah ikam ja fir ae ,0
imbah ni nang bejual sandal gapit mangkaji pesugihan ai sakira payu sandal nya,0
 ,
pakai sapatu itu sasuai kaparluan pak sasuai gaya,1
mun kada basandal pang ,0
asal jangan ada larangan panggunaan hills pas bakandaraan,0
kena selop aja kemana mana berarti lah buhannya,0
yang swallow aja kalo kaya fipper boleh ae lo,0
asal jangan razia orang gagah ja,0
amun sapatu harus nang sni kah kada,0
basapatu futsal ja sudah wkk,0
tasarah urang ai handak pakai napa nang panting hati hati kada pang kacalakaan mun manyuruh basapatu barati manyuruh kada bahati hati sakira gugur batis kada lingsak,1
kita kah kada nukaran sapatu bot ,0
sewa kamera banjarbaru,0
 manurut kam kayapa bos,0
handak hiran tapi di indonesia,0
imbah knalpot sandal pulang imbah sandal kira kira kada lawas disuruh bejaket baju wara kada aman jar,0
lakasi nukar sapatu badahulu kaina langka,0
sandal japit gasan di pkai dalam rumah haja wahini,0
 kita kena be hak mun handak ka pasar,0
melelain haja,1
mun makai sandal japit flicker pang kayapa yu ,0
basapatu tambang haja kita sanak ai ,0
,
lawas kelawasan peraturan kena kita keluar bekendaraan bisa jadi kamen rider bisa lah,0
kada basandal ai,0
 kayapa mamintol nih kada kawa lagi basandal,0
sadang kalakuan,1
pakai sepatu bot haja sudah kita ,0
haw kiapa kisahnya amun sembahyang jumat besepatuan,0
ingati nah ,0
waduhh,0
tukarkan ulun sepatu barang,0
harus kah unda pakai sapatu safety unda bagawi pa tulak ka pangajian batapih tapi pakai sapatu safety lah pa jangan tapi handak mangalihi urusan urang kalo ngalih jua kena di akhirat pa ae,1
tulung tanggapan nya lord ,0
 kayapa jua nih,0
aewarung badastar basapatu lah bungasnya,0
maka aku hanyar nukar sandal gasan bajalanan,0
kana rajia sendal capal ,0
wajar haja palindung,0
baiki dulu kandaraan nang knalpot brong brong tindak para palaku balapan liar saban parsimpangan jalan pak ogah nang ngatur kemacetan mohon itu dulu nang di urus pak,1
endorse sapatu aja pak,0
manukarakan kah ka sepatu pian,0
 kada kawa lagi banipon nukar seblak,0
oma marinyut ,0
kawarung harus basepatu jua lah yu mun warungnya jauh ,0
 maka hanyr tatukar sandal nipon warna hijau nomor sambilan sapluh ribu ja buhannya ai,0
nang mana basandal kada boleh lagi mandangar lah para kaum bawah tanah ,0
 sabar ai,0
jgn smpai berlaku jua di sampit uln bgwi basandal japit ja,
rasa panas di batis mun basapatu tarus,0
sadang buangi sandal nya lah ,1
sambahyang jumat basapatu barataan ka masigit,0
ciri ciri babanyak kasus kahilangan sandal sambahyang jumat,0
tasarah ikam ja firman ai,0
 sapatu dastar,0
ni jangan basandal japit,0
lah kayapa ni kita buhan swalloww ,0
kada lawas disuruh nya basepatu ladung sapatu bot supaya lebih aman lagi karna sepatunya panjang mun ada nang sampai paha,1
ka masigit basapatu kapasar basapatu kahanyaran jar urang nih,0
kada lawas kaina basapatu but lawan basarung tangan jar pas jadi ultraman,1
liat polisi bajapit naik kandaraan diapain ya ,0
mambayangakan aku badastar basapatu,0
 apa pendapat buhan pian,0
tukarkan pa sapatu ulun kaya muntung buaya sudah te nganga,0
nah amun kaitu pak ai pian ai dah manukarakan masyarakat air jordan sebuting sorang,1
pas razia babagi sapatu ni bila kadapatan basandal,0
mun pian nang mambari duitnya hagan nukar sapatu hakun ai,1
sapatu but bulih kira nitu panjang palindung nya sampai parak lintuhut,1
 pandapat mu,0
 kada kawa lagi basandal,0
ayo pak ulah lagi aturan nang mantap samalam wajib nyala lampu walaupun di siang hari hudah wahini aturannya wajib pakai sapatu padahal labih guna ada ulah aturan dilarang maruku sambil bakandaraan  karena baranya bisa kamana mana mambahayakan pangendara lain tapi kada diulah ni aturannya mantap pak  ,0
 sapatu haja dah kaya ini kada tapakai lagi sandal ,1
pacang turun haraga sandal japit,1
 baboxer  basapatu nyawa ke warung isah ,0
sandal japit danda lima ratus ribu,0
 babay biru bekarai wkwkw,0
aku mambayangkan mamaku nang kada suah basapatu timbul ka pasar ba sapatu vans,0
hudah mambayangakan badastar ka warung nukar minyak basapatu kayapa tu hantap banar,0
paksa kawadah situ sapatu tarus na ,0
sarah buhan pian haja handak beenggrang kah lagi kadapapa,1
maka hanyar nukar sandal capal heh,0
hari jumahat sapatu hanyar,0
kula ingati sandal japit dirazia jadi basalop haja,0
 ,
kula kada payu pulang bajualan sandal japit nah mati pulang pancarian ,1
kadada lagi kah gawian ni guru sampai maurusi nang kada panting ni,1
 ikam bulik jangan basandal lagi,0
kena kena pakai sapatu lah sanak,0
habar sandal,0
astaga maka ikam besandal tarus ,0
salah apa jer sandal japit aku neh padahal nang labih panting di urus itu urusan urang  test maulah sim kandaraan nang test nya kada malajari  lalu lintas sama sakali,1
jangan basandal lagi jar ,0
kadatau lah di ibrani utara jua kayaitu kalo kita kadada duit jua harus di paksakan  biar ada salah surang kawa nukar kandaraan kada kawa nukar kalangkapan kasalamatan kan masyarakat kita sudah mapan barataan yah mantap katuju ai malihatnya ,0
karna bakandaraan kada bulih basandal japit mudahan kita berataan kawa tetukar motor jadi kadapapa besandal japit amun bamotor tatap hidup sandal japit alias capal,0
kayapa manururt buhanmu,0
 sadang ae di ganti,0
bulik bagawi dilarang bacapal ,0
kayapa,0
bararti nang bamutur haja bulih becapal ,1
handak heran tapi inilah negeri wakanda mwuehehehe,0
hibak sapatu dimajilis,0
 nah tu jangan lagi benipon,0
kada karuan banar paraturan itu nang harusnya di tambah aturan tu nang baruku sambil manyupir motor tu nah pa ai lain nang basandal capit hadeh kada karuan banar,1
hadang pak lah ulun mancarna dulu maksudnya ni kayapa ,0
liwar nganga nang maulah paraturan ,1
tulung polisi  tukarakan warga sapatu nang aman jangan bisa manangati haja napalgi manilang cari duit,1
 wkwkkw kamana akan sandal nang ada ni,0
 nah basapatu mun kaluar sanak ai kalu pina di razia,0
basapatu ja sapatu bot ,0
kayapa mel sip aja kah,0
parkara sandal japit jaa seumur umur kadada peraturan keni,1
 hati hati jar ai kalu kaliatan basandal,0
kada kawa mambayangakan badastar habis tu basapatu bot,0
hungang ,1
 ,
ka pasar kita basapatu ya bun ,0
 ,
mantap wakanda heh liwar banar ke alfamart di muka komplek besepatu unda,1
 sepatu roda ja kita ,0
 tolong,0
masalah nya pa ai ngaran nya musibah ni kadada nang tahu nya biar pian handak pakai sapatu safety tatap ai jua kada aman ngaran nya musibah,0
kaina larangan mamakai pakaian dari kain karena kada manjamin kasalamatan pakai wearpack kulit haja kaya pambalap ,0
umaaa bansel,0
pakai sapatu sefty haja cocok bawa sintar kayanya hagan manyuar buburak,0
mun handak kada balukaan lagi pakai baju road race ja dah nyata silih,0
ai bujur banar sakira harat mang lah hen basapatuan kita ,0
 ,
bararti kada usah basandal lagi iya kada dingsanak sabarataan,0
isuk mun bagawi basapatu ,0
ai,0
 nah,0
amun kada bulih basanda ltukar akan kami sapatu nya,0
 rancak dah di lajari basepatu,0
payu sneakers lawan flatshoes ,0
bisi sandal capal haja  kayapa ni,0
nya apa jadi kada bulih jawab akan ,0
hadang ai aku nukar sepatu bot perang dulu sakira anti badai patir halilintar ,1
kaya jamet dastar basepatu ,0
pakai werpack sudah jun ai ae wkwkw ,0
pak kami nang darussalam kayapa buhanya batapihan masa basepatu converse,0
nah kayapa mamaku kapasar basepatu,0
nukar sapatu bot nang rancak urang pakai maunjun nyata kada kapanasan kada kahujanan,0
 nda tolong ai lah kada paham lagi lawan pamarintah rami banar mambaca komenan,0
kayapa handak nukar sapatulah sandal capal ulun nang pagat haja dikalangi paku bawah nyaa supaya kada pagat ,0
tolong di parjelas sandal japit ini nang kayapa wkwkwkkw sandal japit swallow sandal japit nang tinggi sandal japit nang balakangnya ada talinya sandal japit apa lgi lah ,0
kada sawat manapas sepatu kaya acan ,1
hanyar nukar sandal di shopee datang gin balum barangnya maka kada buleh lagi pakai sandal ,0
ingati ,0
nah ,0
kada bulih te,0
katinggian ilmu pinanya ni,0
macam macam paraturan kaina bila kamasigit  basapatu bot ja lagi kada lagi basandal iya lah ,0
 han jangan basandal lagi kada basandalan sakakali wkk,0
nahh gin ,0
kena paraturannya dilarang pakai helm biasa harus pakai helm nang haraga dalapan ratus ribu,0
pakai baju pambalap ai spaya aman tuh ,0
 ,
si paling sandal japit siapa nich,0
 mohon di mengerti ae lah,0
 kayapa pancinta sandal japit,0
tolong ay nah masa badastar basapatu kan kada lucu ngadi banar,0
malawak,1
bungul tahu lah bungul ujar sabagian netizen di dlm hati,1
dasar warik hijau,1
juali sandal japit ikam dirumh disariki memakai sandal nang ay wahini ,0
oknum makin marajalela,1
mun basapatu  tarus ulun bajualan pa ai saban hari ka pasar licak pa ai sepatu ulun,0
ka pasar basapatu wk,0
ngini lawak lalu paraturan,1
pakai sapatu tjuh centimeter ka pasar,0
beh tukarakan pa ae,0
masyarakat kada parnah marasa dilindungi laan bapa,1
tahi,1
jadi wahini kamajilis beharatan sepatu,0
mambaca komenan,0
pakai saragam apd hazmat ,0
kapasar basapatu jua kah,0
bararti basepatu kena,0
ditunggu rajia nya di masigit sabilal pas asmbahyang jumat wani lh kira kira,1
kayapa aku yang badiam di bogor dan saban hari hujan harus basapatu,0
 rim kita kapasar ba sepatu nike haja rim ai,0
ulun kada kawa basapatu pa ai nah rastung masih ganal kalu tagapit kena pacah am sakulah haja basandal masih,0
kanyamanan basuara si bungul,1
jangan kada ingat badua manurut agama wan kaparcayaan masing masing,0
 kanapa gerang di indonesia makin lawas pamarintah lainnya makin pintar malah makin bungul dan kada pintar maulah paraturan,1
sandal nipon ulun batulisan sni min tatap kana tilang jua lah,0
apa pandapat pian tantang ini sanak ,0
aturan nang barlaku haja kita umpati dalam parundang undangan untuk kasalamatan dan kabaikan kita barsama,0
kakurangan gawian sako wahini polisi nang kaitu jadi diurusi tuh nang bakandaraan sambil baruku nang kada behelm nang lawan arus nang makai knalpot brong masih banyak masih rancak laluan di jalan ini sandal yg diurusi handak pakai sandal kah sepatu kah nyeker kah amun dasar urangnya ugal ugalan tatap ai jua luka kada batis ja luka muha tangan parut burit gin bisa luka kepintaran,1
buset dah samakin tahun samakin kada karuan,1
tambahi lagi,0
 tambahan diwajibkan pakai sapatu jordan amun mampu wkwk,0
sandal barasuk kadapapa lah,0
jangan kada ingat basyukuruntumg jua basandal japit pada kada basandalan  hayo kalo parlu ulah sapanduk himbauan pak ulah baliho ganal dilarang basandal japit pas bakandaraan cantumkan ada di pasal mana dan uud mana himbauan supaya kada basandal japit pas bakandaraan lalu tulis kata kata mutiara di larang bakandaraan basandal japit  pakai sandal sesuai sni nang berlaku sandal kolongmerat jangan makai sandal rakyat jelata cukup minyak nang jelata jangan sandal umpat umpatan jadi jelata,1
dimauki nya pulang,1
pacangan jual sandal ka idol,0
gawian sabagai tukang kadada baisi sapatu dan kada kawa makai sapatu lancat padih rastung bau haruk mun takuhup ,0
